"RiskPerformance","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","MSinceOldestTradeOpen","InqInLast7days","ExternalRiskEstimate"
0,11,79,14,0,4,1,7,8,1,14,1,0,3,-8,3,1,0,57,141,0,88
1,5,71,13,3,2,4,0,2,1,56,1,1,95,49,2,2,1,100,156,0,57
1,4,61,7,0,4,1,7,8,1,71,1,3,-8,48,0,3,0,100,102,0,80
1,4,66,23,0,3,6,6,6,2,48,1,7,55,27,7,4,1,92,186,0,65
1,2,48,13,1,2,6,6,5,1,47,1,3,42,100,3,2,0,100,117,0,72
0,12,75,23,0,3,6,6,6,1,48,1,0,0,-8,0,1,0,33,227,0,83
1,2,61,60,1,3,5,6,2,5,52,1,5,24,84,9,5,0,61,147,0,61
1,3,40,23,1,4,1,6,8,3,83,1,2,82,79,1,9,1,92,85,1,67
1,15,125,14,1,2,2,3,5,0,69,1,0,3,54,2,4,0,86,325,0,71
0,6,66,22,2,3,6,6,5,3,29,1,3,8,100,1,3,0,71,130,0,77
1,3,45,31,2,2,5,6,4,8,27,1,3,8,98,1,3,0,29,80,0,65
1,17,45,13,1,2,3,4,2,0,21,1,1,42,55,4,2,0,55,107,0,58
0,3,71,22,0,4,1,7,8,1,35,1,2,9,91,1,2,0,43,247,0,81
1,11,57,3,0,2,5,6,6,1,0,1,0,104,-8,3,0,1,100,203,0,61
1,9,29,14,1,2,3,0,2,3,53,1,1,1,76,2,3,0,63,78,0,60
0,18,117,21,0,4,1,7,8,0,62,1,0,15,-8,2,3,0,71,354,0,88
1,7,72,46,1,3,6,0,6,6,30,1,0,24,72,5,5,1,50,169,0,63
1,5,99,38,0,3,2,4,6,2,32,1,0,13,100,6,2,1,50,177,0,75
0,8,97,37,0,4,1,7,8,2,37,1,3,59,81,6,2,1,75,247,0,76
0,12,63,14,4,2,5,6,2,2,28,1,3,23,80,3,1,1,57,114,0,65
1,14,42,14,1,2,3,4,4,0,27,1,0,49,-8,3,1,1,67,85,0,62
1,17,86,27,0,4,1,7,8,0,22,1,5,11,30,3,2,0,71,211,0,78
1,9,93,16,2,3,5,6,6,2,69,1,1,98,93,3,9,2,100,203,0,65
1,5,17,12,0,4,1,7,8,6,58,1,0,100,67,5,4,1,100,52,0,64
0,3,52,23,3,2,6,6,6,6,54,1,1,24,39,4,3,0,70,132,0,68
1,5,95,16,0,4,1,7,8,1,44,1,0,14,28,3,2,0,63,498,0,86
1,6,51,29,0,4,1,7,8,4,21,1,1,51,76,7,3,1,77,124,0,69
0,5,102,10,1,1,5,6,5,3,55,1,2,30,65,2,2,0,67,287,0,73
1,6,45,13,0,4,1,7,8,3,31,1,0,90,50,4,2,1,86,260,0,70
1,6,41,8,0,4,1,7,8,2,50,1,0,84,76,2,3,2,83,124,0,73
1,6,110,43,1,2,5,5,5,2,54,1,1,51,90,10,3,2,76,209,0,68
1,2,149,15,0,2,5,6,6,2,28,1,0,58,-8,5,0,1,63,213,0,73
0,5,70,39,0,4,1,7,8,2,28,1,0,13,46,6,3,0,50,182,0,77
1,4,107,27,1,2,6,6,2,2,48,1,3,53,83,2,3,1,50,271,0,63
1,9,32,38,0,3,4,4,6,3,58,1,0,61,77,11,5,1,89,73,0,64
0,2,70,45,0,3,1,5,7,3,46,1,0,69,93,7,4,5,85,166,0,70
1,14,88,25,2,2,2,0,2,0,30,1,2,94,85,6,2,2,80,247,0,47
0,4,107,16,1,1,4,4,5,1,25,1,0,78,96,5,2,2,88,189,0,59
1,6,66,23,0,2,4,4,6,5,33,1,0,25,-8,3,2,1,50,238,0,70
1,1,72,19,1,4,1,7,8,1,30,1,0,43,47,2,2,1,44,121,0,68
0,27,111,3,1,1,4,4,2,0,20,1,1,94,-8,1,1,0,100,183,0,61
1,8,23,9,0,4,1,7,8,1,33,1,0,5,26,1,2,0,50,42,0,79
1,6,54,24,0,3,6,6,6,3,17,1,1,15,91,4,2,1,75,132,0,76
1,7,140,26,1,2,6,6,5,1,26,1,2,76,-8,10,1,3,69,358,0,61
0,7,99,18,0,4,1,7,8,2,39,1,0,2,52,2,2,0,57,490,0,89
1,10,13,3,1,4,1,6,8,2,33,1,0,94,-8,2,1,2,100,21,0,60
1,11,39,9,1,2,5,6,5,1,36,1,1,8,78,4,1,0,71,70,1,70
1,41,114,19,6,1,3,3,5,0,42,1,0,50,-8,6,2,1,100,201,0,55
1,8,41,18,0,4,1,7,8,2,56,1,1,38,86,3,3,1,75,71,1,73
1,3,46,16,0,4,1,7,8,5,47,1,2,18,87,3,4,0,64,123,0,77
0,10,87,12,0,2,6,6,6,1,54,1,0,92,83,2,3,1,83,197,0,71
1,18,41,16,0,4,1,7,8,0,38,1,0,4,65,1,3,0,50,75,0,83
1,18,66,16,8,1,3,4,2,0,29,1,0,19,81,2,2,0,67,149,0,58
1,4,14,11,0,4,1,7,8,6,36,1,0,73,89,6,3,2,100,32,0,57
1,13,62,24,0,4,1,7,8,0,21,1,0,18,91,4,3,1,39,139,0,78
1,8,84,20,0,4,1,7,8,1,50,1,2,52,28,4,4,0,89,163,0,76
1,9,56,21,0,2,3,4,6,2,24,1,0,13,-8,6,2,0,53,196,0,67
1,10,36,13,0,4,1,7,8,1,8,1,0,19,-8,6,1,0,70,86,0,79
0,11,75,36,0,4,1,7,8,2,25,1,0,73,32,7,3,4,91,299,0,68
1,5,62,18,1,2,4,4,2,1,37,1,5,55,68,4,3,1,78,194,1,62
1,5,54,24,0,4,1,7,8,5,50,1,2,50,91,3,7,1,83,134,0,68
1,3,25,13,0,4,1,7,8,3,21,1,7,95,-8,5,2,2,90,83,0,59
1,6,40,12,0,3,5,6,6,4,42,1,0,0,76,2,3,0,56,88,0,77
0,3,76,31,1,4,1,7,8,2,13,1,0,11,-8,6,1,0,37,214,0,67
1,6,85,35,0,4,1,7,8,3,40,1,4,62,23,4,2,1,54,228,0,71
1,3,49,20,0,4,1,7,8,4,33,1,5,70,60,2,2,1,67,132,1,70
0,3,96,38,0,3,1,6,6,5,22,1,0,11,61,2,3,0,44,213,0,75
1,4,65,23,0,4,1,7,8,2,22,1,0,25,19,2,3,0,45,144,0,76
1,4,83,20,0,3,5,6,6,1,25,1,0,53,62,7,3,1,71,200,0,71
0,6,74,27,0,3,6,6,6,1,17,1,1,3,89,3,1,0,29,208,0,83
1,3,36,18,0,3,6,6,6,6,53,1,2,71,75,5,4,0,90,68,0,65
1,2,35,14,0,3,6,6,6,3,38,1,4,101,79,3,4,1,100,86,0,60
1,42,148,5,0,4,1,7,8,0,20,1,2,15,-8,3,0,0,75,263,0,84
0,21,122,17,0,4,1,7,8,0,18,1,0,2,-8,2,1,0,27,336,0,91
0,3,62,21,0,3,3,4,6,3,23,1,0,17,97,2,2,0,33,266,0,71
1,12,105,37,0,2,5,6,6,1,15,1,1,52,16,14,3,2,83,274,0,62
0,32,138,16,1,3,6,6,6,0,31,1,0,11,-8,3,2,0,71,464,0,77
1,4,95,24,3,2,6,6,2,3,52,1,0,75,92,2,4,1,86,228,0,67
1,3,63,19,0,4,1,7,8,1,25,1,1,60,62,5,3,3,73,261,0,70
1,8,118,12,1,4,1,6,8,1,8,1,1,1,-8,4,1,0,42,266,0,71
0,3,67,26,0,4,1,7,8,2,23,1,1,9,13,2,2,0,45,139,0,83
1,5,45,10,0,4,1,7,8,2,40,1,1,64,75,3,2,2,100,173,0,73
0,43,63,7,0,4,1,7,8,0,29,1,1,2,-8,2,1,0,100,85,0,87
1,7,36,16,0,3,6,6,6,3,75,1,1,10,63,2,5,0,88,73,0,74
1,8,18,5,0,4,1,7,8,1,80,1,0,92,-8,1,1,0,100,33,0,61
1,4,46,15,1,3,5,6,6,1,27,1,1,68,82,6,2,3,80,95,0,63
1,10,43,16,0,4,1,7,8,1,25,1,0,79,91,7,2,5,75,65,0,65
1,4,62,29,0,2,2,4,6,6,48,1,1,9,69,2,6,2,57,159,0,70
1,7,96,42,4,2,3,0,5,1,11,1,4,30,-8,7,0,0,44,186,0,55
1,17,79,18,0,4,1,7,8,0,17,1,0,38,-8,4,1,0,56,219,0,82
1,5,84,14,6,1,6,6,4,3,10,1,0,24,-8,4,1,1,50,150,0,58
1,9,140,10,3,2,5,6,4,1,54,1,0,0,70,0,3,0,60,378,0,68
0,9,105,17,0,4,1,7,8,1,35,1,0,24,62,2,3,0,63,211,0,87
1,15,50,7,1,1,5,6,5,0,50,1,1,93,-8,2,1,2,75,93,0,61
0,4,108,45,0,4,1,7,8,3,28,1,1,3,100,2,3,0,46,257,0,82
1,15,110,12,0,3,6,6,6,0,25,1,2,17,-8,1,0,0,33,224,0,84
0,3,43,17,0,4,1,7,8,4,39,1,2,15,50,4,3,1,78,108,0,78
1,5,60,13,2,2,6,6,2,2,73,1,8,56,85,1,5,0,100,126,0,68
1,2,49,21,0,3,1,6,6,3,27,1,0,15,46,2,3,0,60,102,0,73
1,2,26,18,0,4,1,7,8,6,53,1,0,55,75,5,7,1,92,64,0,67
1,6,67,10,2,2,6,6,4,2,33,1,1,86,86,3,2,2,71,191,0,60
0,3,62,17,0,4,1,7,8,3,61,1,5,2,93,1,2,0,75,128,0,85
1,7,37,13,0,4,1,7,8,2,31,1,0,10,57,4,2,0,60,63,0,81
1,5,198,15,1,3,6,6,5,4,13,1,1,5,-8,4,0,0,50,96,0,83
1,4,32,9,0,4,1,7,8,1,56,1,3,9,53,1,4,0,71,83,0,83
0,9,84,31,0,3,4,4,6,1,50,1,0,3,-8,3,1,0,50,192,0,79
1,2,89,35,3,4,1,7,8,3,27,1,0,31,-8,7,1,2,57,320,0,72
1,10,104,49,0,2,3,4,6,1,78,1,2,83,79,7,8,3,88,358,0,54
1,6,92,13,2,2,3,4,3,1,27,1,2,61,61,2,3,1,63,323,0,57
1,2,55,31,0,3,5,6,6,3,42,1,1,64,82,5,3,2,89,163,1,66
1,13,41,12,0,3,5,6,6,0,33,1,0,82,-8,4,1,3,100,152,0,62
0,7,99,28,1,2,3,3,5,1,14,1,1,2,96,2,1,0,18,238,0,64
1,10,48,28,1,3,5,6,2,2,33,1,0,79,59,5,4,4,64,144,0,60
0,24,73,15,0,4,1,7,8,0,40,1,0,1,48,2,2,0,50,112,0,89
1,8,86,25,0,2,3,4,6,2,27,1,1,82,-8,7,1,3,82,197,0,60
1,7,169,24,0,4,1,7,8,2,4,1,1,7,-8,3,0,0,36,181,1,85
0,9,212,8,0,4,1,7,8,1,0,1,0,3,-8,2,0,0,33,521,0,89
1,2,105,22,1,3,3,4,4,2,48,1,3,13,42,4,4,1,82,307,0,68
1,12,123,19,1,4,1,6,8,1,25,1,2,22,-8,2,2,1,55,332,0,70
0,3,44,45,0,3,1,5,7,6,48,1,2,91,92,7,10,3,94,99,0,63
1,4,50,21,0,3,6,6,6,6,71,1,2,43,73,3,5,0,89,109,0,75
1,4,20,4,1,4,1,7,8,2,100,1,2,-8,80,0,3,0,100,37,0,60
0,18,160,8,0,4,1,7,8,0,13,1,0,8,-8,1,1,0,50,466,0,88
0,13,102,11,0,4,1,7,8,0,36,1,1,4,-8,3,1,0,80,215,0,88
1,9,96,26,1,2,2,4,5,1,29,1,0,29,57,5,3,0,64,361,0,69
1,2,41,13,0,4,1,7,8,5,67,1,3,0,97,1,3,0,67,94,0,73
0,6,63,21,2,3,4,4,5,3,18,1,0,16,-8,2,1,0,30,133,0,70
1,5,67,18,0,3,6,6,6,1,33,1,0,87,87,3,3,1,100,127,0,71
0,8,46,12,0,2,4,4,6,1,42,1,1,45,92,4,3,1,88,75,0,64
0,4,37,23,1,3,6,6,2,3,25,1,1,40,49,11,3,1,78,152,0,67
0,3,75,47,0,4,1,7,8,6,32,1,0,15,93,6,4,1,59,305,0,76
1,21,168,20,0,4,1,7,8,0,25,1,0,16,-8,3,1,1,40,511,0,82
1,8,70,26,0,2,3,4,6,2,52,1,0,31,68,3,3,1,86,178,0,61
1,13,46,20,0,4,1,7,8,0,40,1,0,36,91,5,3,0,82,152,0,73
1,3,21,3,0,4,1,7,8,2,50,1,4,-8,99,0,1,0,100,37,0,73
1,26,70,14,1,2,4,4,5,0,60,1,0,97,45,4,3,3,100,161,0,54
0,5,46,18,0,3,5,6,6,3,16,1,2,87,-8,11,1,5,80,78,0,58
1,16,116,8,0,2,2,4,6,0,50,1,0,10,97,1,2,0,75,275,0,73
1,2,43,39,0,4,1,7,8,17,36,1,24,54,104,5,11,3,73,164,0,62
0,3,47,15,0,2,5,6,6,2,50,1,0,0,75,0,2,0,33,99,0,74
0,3,56,7,2,2,5,6,4,1,40,1,1,72,-8,2,2,1,67,124,1,61
0,17,200,27,0,2,6,6,6,0,19,1,0,81,68,15,2,7,81,522,0,58
0,11,112,11,2,2,6,6,2,2,54,1,0,46,82,2,3,2,83,400,0,69
1,5,36,5,1,2,4,4,3,1,43,5,0,103,77,2,2,1,100,70,0,60
0,3,37,15,0,4,1,7,8,3,44,2,1,20,83,2,3,0,56,75,0,79
1,4,64,15,1,1,3,4,5,3,24,2,4,11,-8,5,1,0,75,175,0,63
0,13,103,28,1,2,5,6,5,0,28,2,1,56,-8,7,1,1,89,178,0,71
1,4,46,27,0,3,4,4,6,5,19,2,1,86,69,17,2,8,87,91,0,56
0,8,56,24,0,4,1,7,8,1,42,5,0,47,-8,5,1,1,55,188,0,76
0,6,64,34,0,4,1,7,8,2,29,3,1,53,99,5,2,0,50,175,0,74
0,22,92,16,0,4,1,7,8,0,25,4,0,9,71,2,2,0,57,284,0,89
1,4,43,18,0,4,1,7,8,7,44,3,2,68,-8,6,2,2,67,194,0,69
1,2,55,12,0,3,3,4,6,1,38,2,2,14,50,2,2,0,40,256,0,73
1,7,72,13,1,4,1,0,8,2,31,3,0,103,75,4,3,2,100,217,0,63
0,7,111,16,4,3,6,6,3,2,24,2,1,28,77,6,1,1,58,122,0,73
0,58,83,10,0,4,1,7,8,0,20,3,1,13,-8,1,0,0,20,146,0,84
0,4,34,25,0,4,1,7,8,6,32,2,2,25,72,9,4,1,65,81,0,68
0,1,45,32,2,3,5,6,5,6,38,3,0,12,89,7,8,0,71,115,0,64
0,10,117,32,0,4,1,7,8,1,22,5,0,0,-8,4,2,0,35,367,0,88
0,7,68,16,0,3,5,6,6,3,47,3,0,0,55,0,2,0,25,188,0,79
1,5,41,16,0,4,1,7,8,4,24,4,0,79,95,6,3,5,91,79,0,64
0,3,70,28,0,2,6,6,6,2,21,5,0,41,87,10,2,1,67,191,0,69
1,9,32,6,2,2,6,6,2,1,71,3,1,54,57,1,3,0,100,71,0,66
1,20,46,7,0,4,1,7,8,0,43,5,0,-8,-8,0,1,0,100,73,0,78
0,7,84,34,0,3,6,6,6,1,32,2,2,11,47,5,2,0,64,230,0,80
1,14,79,17,2,2,5,5,2,0,29,3,1,7,-8,2,1,0,57,228,0,75
1,11,49,12,0,4,1,7,8,1,17,1,0,27,-8,2,1,0,44,76,0,81
1,3,23,9,1,4,1,6,8,2,40,2,5,56,72,5,2,0,88,46,1,61
0,14,14,3,0,4,1,7,8,0,100,2,2,-8,72,0,2,0,100,15,0,68
0,3,121,10,1,1,6,6,5,1,38,2,1,4,101,3,2,0,100,261,0,60
1,5,73,24,2,2,5,6,5,1,30,3,1,12,48,1,3,0,57,284,0,69
1,6,185,32,0,3,5,6,6,1,28,3,1,24,-8,8,1,2,53,377,0,72
1,11,68,11,1,2,4,3,5,1,42,2,4,69,92,2,3,2,83,172,1,63
0,4,73,28,0,4,1,7,8,2,29,5,0,20,94,4,3,1,44,174,0,78
1,3,53,15,1,2,5,6,5,1,53,2,1,64,72,4,4,1,89,124,0,61
1,3,53,40,0,3,4,4,6,6,41,2,11,40,98,7,4,3,85,127,0,56
1,17,89,17,0,4,1,7,8,0,29,3,1,14,-8,3,2,0,56,189,0,85
0,3,74,24,1,3,3,1,3,4,23,2,2,59,73,6,2,1,69,276,0,64
1,6,86,24,3,3,5,6,2,2,27,4,0,70,76,9,4,4,68,377,0,62
1,9,67,20,2,2,4,3,5,1,27,2,1,81,81,6,3,4,83,202,0,56
0,4,36,16,0,4,1,7,8,1,31,4,0,13,103,2,3,0,56,70,0,79
0,18,88,39,0,4,1,7,8,0,70,3,1,33,74,3,2,1,83,175,0,78
1,9,52,3,0,4,1,7,8,1,0,2,1,74,-8,3,0,2,100,75,0,72
1,3,43,13,0,4,1,7,8,2,36,2,1,52,46,4,3,2,88,122,0,70
1,5,43,15,1,3,6,6,5,4,38,2,6,71,92,9,3,3,92,129,0,59
1,3,18,10,0,3,5,6,6,2,45,2,10,55,78,5,4,1,90,29,0,58
0,31,141,15,0,4,1,7,8,0,27,1,0,7,-8,2,1,0,43,400,0,89
1,14,49,21,0,4,1,7,8,0,52,5,0,33,-8,4,2,0,75,80,0,80
0,6,20,4,0,4,1,7,8,1,75,3,1,0,92,0,2,0,67,33,0,72
0,5,32,21,0,4,1,7,8,3,24,5,0,50,100,5,2,2,57,111,0,72
1,2,46,23,0,3,6,6,6,2,58,2,3,93,73,5,4,4,77,136,0,62
0,15,105,27,0,3,6,6,6,0,32,2,1,1,40,1,3,0,44,207,0,81
1,18,62,28,0,4,1,7,8,0,28,5,0,86,54,8,2,8,91,183,0,66
0,7,53,19,1,3,6,6,2,1,40,5,0,3,63,3,3,0,55,186,0,73
1,3,41,8,0,4,1,7,8,2,44,2,5,42,79,3,2,1,83,106,0,75
1,2,124,49,0,4,1,7,8,10,23,2,1,41,15,11,2,1,58,410,0,69
1,1,38,21,0,3,6,6,6,3,16,4,0,35,84,4,3,2,67,84,0,71
1,2,65,15,0,4,1,7,8,6,29,4,0,46,97,6,2,0,73,543,0,79
1,12,75,28,1,4,1,6,8,2,14,2,3,69,37,6,1,3,60,171,1,66
1,4,59,20,4,2,4,4,5,1,50,2,2,63,42,6,4,1,77,270,0,60
1,12,184,30,0,3,6,6,6,1,30,1,1,62,56,8,3,3,71,243,1,72
0,5,41,12,0,4,1,7,8,3,42,2,3,26,80,3,3,0,75,63,0,74
0,10,93,47,0,3,6,6,6,1,32,3,2,54,79,6,3,2,63,248,0,66
1,34,53,1,1,1,3,4,5,0,100,5,0,-8,-8,0,0,0,-8,73,0,63
0,18,100,15,0,3,6,6,6,0,40,3,1,48,26,1,2,1,75,197,0,79
0,3,50,32,1,3,6,0,2,3,32,2,2,55,84,7,3,3,79,150,0,64
1,9,92,18,0,4,1,7,8,1,50,4,0,28,75,3,3,1,60,207,0,80
0,7,36,25,0,4,1,7,8,4,58,3,0,70,60,7,4,2,92,150,0,62
0,3,27,17,0,4,1,7,8,4,61,2,3,51,57,5,3,1,89,53,0,65
0,41,117,4,0,4,1,7,8,0,40,1,0,-8,-8,0,1,0,100,297,0,81
0,12,187,16,0,4,1,7,8,1,13,1,0,16,-8,4,0,0,45,388,0,89
1,3,68,49,0,3,1,6,6,7,40,2,3,59,87,7,8,4,83,140,0,61
0,3,68,11,1,3,3,1,3,4,54,2,2,9,95,1,2,0,75,196,0,68
0,5,60,18,0,4,1,7,8,5,44,3,1,8,81,1,3,0,83,127,0,83
1,4,30,17,0,4,1,7,8,7,12,3,1,32,100,6,1,2,64,105,0,69
1,2,54,33,2,2,4,4,2,3,25,2,1,76,84,14,3,4,71,168,0,60
0,5,78,32,0,4,1,7,8,2,38,1,0,22,44,8,3,1,79,207,0,74
1,7,52,21,1,3,6,6,5,6,32,2,8,76,73,8,3,3,86,272,0,58
1,8,27,11,1,3,4,0,2,3,50,2,1,0,95,0,3,0,50,86,0,68
0,25,67,19,0,3,6,6,6,0,58,5,0,54,57,1,4,0,63,181,0,76
1,5,81,45,1,3,1,6,5,2,39,4,0,24,95,4,2,1,44,228,0,71
0,14,81,28,0,2,4,4,6,0,63,2,1,4,87,5,2,0,78,164,0,71
0,9,73,45,0,3,1,6,6,4,20,5,0,4,46,2,2,0,20,182,0,87
0,9,93,17,1,3,6,6,2,1,33,5,0,8,-8,1,1,0,33,197,0,78
1,8,97,33,0,3,5,6,6,1,59,2,1,1,71,2,4,0,55,220,0,84
1,3,40,12,2,3,6,6,2,3,29,2,1,9,100,2,1,0,43,77,0,70
1,8,82,41,0,4,1,7,8,3,22,2,8,37,80,10,2,2,60,259,0,72
0,4,44,15,1,2,4,4,2,1,38,2,5,0,85,1,4,0,56,106,0,67
1,2,32,14,0,4,1,7,8,3,27,5,0,54,-8,8,1,3,100,80,0,64
1,42,90,4,2,1,4,3,5,0,83,5,0,16,-8,1,1,0,100,237,0,59
0,36,115,17,0,3,3,4,6,0,35,1,0,0,-8,2,2,0,71,262,0,74
1,3,114,9,7,2,6,6,2,2,31,4,0,2,-8,1,1,0,50,201,0,70
0,5,32,15,0,4,1,7,8,2,20,3,1,21,86,5,2,0,54,73,0,76
1,4,70,41,1,3,6,6,4,6,71,2,3,74,83,6,7,3,100,195,0,68
0,6,84,28,0,4,1,7,8,1,43,5,0,5,75,4,4,0,73,223,0,84
1,10,84,17,1,2,5,6,5,2,22,2,2,28,-8,7,1,1,89,154,0,58
1,8,54,13,1,2,5,6,4,2,21,3,4,0,46,2,3,0,83,117,1,75
1,5,20,10,0,4,1,7,8,3,60,3,1,51,95,3,3,2,86,39,0,68
1,6,20,9,2,2,6,6,5,3,40,3,2,53,73,5,4,2,90,60,0,62
0,6,79,27,0,4,1,7,8,2,21,4,0,21,97,5,2,0,44,199,0,84
0,2,73,10,0,4,1,7,8,4,8,1,0,11,-8,4,1,0,63,165,0,85
1,15,96,25,0,2,2,4,6,0,30,4,0,67,75,7,2,2,75,198,0,61
1,4,44,17,0,3,2,4,6,2,47,4,0,68,89,3,5,0,100,95,0,63
1,2,61,26,0,3,3,4,6,2,33,2,1,7,75,5,3,0,67,159,0,72
0,5,61,18,0,3,6,6,6,2,11,5,1,0,-8,2,0,1,29,138,1,80
1,14,81,9,1,2,6,6,2,0,50,2,3,59,84,1,2,1,75,167,0,74
1,2,47,22,0,4,1,7,8,2,30,5,0,12,36,2,2,1,71,154,0,77
0,11,17,4,0,4,1,7,8,1,50,3,4,13,92,1,2,0,75,32,0,68
1,2,67,27,1,1,2,4,6,2,79,2,3,15,62,2,3,0,63,125,0,55
0,8,102,16,0,4,1,7,8,1,6,1,1,1,-8,2,0,0,29,288,1,92
1,10,33,8,2,4,1,6,8,2,44,2,1,87,49,2,4,1,100,78,0,58
0,4,57,39,0,4,1,7,8,2,33,2,3,5,87,3,3,0,67,112,1,78
0,10,86,14,0,4,1,7,8,1,43,4,0,-8,-8,0,2,0,67,144,0,82
1,5,81,25,3,2,5,5,4,5,28,5,0,33,96,4,3,1,50,223,0,68
0,7,118,40,1,2,5,5,5,2,31,3,0,79,76,11,2,5,82,290,0,66
0,12,125,15,0,4,1,7,8,1,20,5,0,6,96,3,2,0,50,274,0,89
0,6,88,47,0,3,1,6,6,2,22,5,0,39,69,6,3,2,45,206,0,74
1,5,77,48,0,3,2,4,6,5,16,2,2,14,56,11,2,1,52,398,0,66
0,6,80,25,0,4,1,7,8,1,16,3,1,2,-8,3,1,0,27,269,0,86
0,17,53,17,1,4,1,6,8,0,24,2,1,32,78,9,2,0,73,81,0,70
1,2,43,19,0,3,5,6,6,3,33,5,0,0,100,3,3,0,50,84,0,73
1,6,72,9,0,2,5,6,6,3,30,4,0,98,-8,4,1,1,83,269,0,66
0,27,181,25,0,3,6,6,6,0,36,1,0,16,68,5,2,0,47,395,0,83
1,2,77,53,2,3,6,6,5,4,51,2,4,39,78,4,5,1,56,206,0,73
0,16,79,25,1,3,6,6,5,0,31,4,0,3,-8,1,1,0,50,188,0,84
0,5,80,43,0,4,1,7,8,3,28,5,0,3,54,7,3,0,63,404,0,85
0,3,88,40,0,4,1,7,8,2,32,2,1,10,53,5,4,0,45,234,0,75
0,6,18,4,0,4,1,7,8,1,50,5,0,35,-8,1,1,0,100,24,0,74
0,28,127,20,0,2,5,6,6,0,40,1,0,0,-8,1,2,0,57,363,0,83
0,2,138,42,0,3,5,6,6,1,12,2,2,0,93,4,2,0,25,411,0,79
0,20,62,9,0,3,2,4,6,0,31,2,2,91,61,4,2,4,75,138,0,61
0,4,85,19,0,3,5,6,6,3,33,3,1,6,-8,3,1,1,36,271,0,81
0,34,99,19,0,4,1,7,8,0,52,1,0,0,-8,1,1,0,33,219,0,86
1,6,14,6,0,2,5,6,6,4,67,3,1,49,56,2,2,1,100,32,0,64
0,6,84,25,0,4,1,7,8,2,28,3,1,17,60,5,2,0,54,279,0,81
0,11,81,31,0,3,4,4,6,1,50,1,1,19,34,2,5,0,64,335,1,81
1,2,78,26,0,4,1,7,8,3,48,2,4,81,100,6,2,2,75,163,0,67
0,16,88,28,0,4,1,7,8,0,13,5,0,7,48,4,2,0,43,237,0,82
1,28,113,17,0,4,1,7,8,0,65,1,0,43,33,3,2,0,83,306,0,83
0,2,17,6,0,4,1,7,8,2,29,2,4,36,-8,3,2,0,71,35,0,67
0,13,112,21,0,4,1,7,8,0,24,5,0,68,60,3,2,2,67,245,0,76
1,9,96,31,2,2,5,6,5,1,21,5,0,73,92,8,3,6,73,185,0,64
0,3,70,63,0,3,5,6,6,5,48,5,0,35,105,11,7,0,75,160,0,68
0,2,105,34,0,4,1,7,8,6,16,2,1,51,59,11,3,5,58,346,0,71
1,2,81,31,0,4,1,7,8,4,9,2,2,37,-8,6,1,1,41,183,0,75
1,3,70,5,2,2,6,6,2,1,25,2,8,0,95,0,1,0,50,111,0,64
1,3,4,1,0,4,1,7,8,3,0,2,46,70,-8,3,0,2,100,8,0,58
1,5,59,16,0,4,1,7,8,2,38,5,0,17,80,3,2,0,67,204,0,84
0,4,113,15,1,3,6,6,2,2,38,3,2,0,69,0,2,0,38,264,1,76
0,8,71,38,0,4,1,7,8,2,46,3,2,20,62,6,4,1,67,186,0,74
0,24,132,16,0,4,1,7,8,0,13,1,0,6,-8,3,1,0,50,270,0,91
0,14,89,12,0,4,1,7,8,0,33,1,0,0,42,1,2,0,38,175,0,88
0,18,49,19,1,2,3,6,2,0,35,4,0,13,-8,1,2,0,50,103,0,68
0,21,74,23,0,4,1,7,8,0,28,2,1,23,-8,3,1,0,83,142,0,79
0,7,139,47,0,3,6,6,6,1,27,4,1,74,54,4,3,2,73,475,1,73
1,5,59,44,0,3,6,6,6,3,56,2,2,10,65,3,1,0,45,179,0,77
0,2,18,9,0,4,1,7,8,4,40,2,2,12,39,2,2,0,57,45,0,75
0,9,73,19,2,2,5,6,5,2,24,4,0,7,-8,1,1,0,29,197,0,76
1,13,64,35,0,3,4,4,6,0,36,4,0,18,59,3,4,0,44,221,0,75
0,16,112,15,0,4,1,7,8,0,27,1,0,38,-8,3,1,1,50,274,0,82
0,4,85,19,0,4,1,7,8,4,27,3,3,34,-8,3,1,0,50,186,0,82
0,3,68,17,2,2,4,3,5,3,55,3,0,37,78,2,2,1,57,181,0,64
0,11,86,16,0,4,1,6,7,1,41,5,0,24,-8,1,1,0,40,191,0,81
0,7,40,17,1,3,4,3,5,2,28,4,0,10,-8,3,2,0,36,85,0,73
1,30,94,13,1,3,6,6,2,0,33,1,0,0,-8,1,1,0,50,169,0,77
0,11,161,11,0,4,1,7,8,1,27,1,0,9,-8,1,1,0,25,501,0,90
1,4,33,21,0,2,4,4,6,3,76,3,1,53,88,2,6,1,73,93,0,62
0,5,77,34,2,3,4,4,2,5,86,2,2,11,96,2,11,0,87,255,0,73
0,8,91,27,8,2,6,6,2,1,42,3,1,64,83,6,2,2,90,170,0,63
